,Country,Job Title,Gender,Quantity,Percentage
2322,Italy,database management system specialist dbms specialist,female,1,0.01%
2323,Italy,database modeler,female,1,0.01%
2324,Italy,database programmer,female,1,0.01%
2325,Italy,database programmer,male,1,0.01%
2326,Italy,database specialist,male,1,0.01%
2327,Italy,databases computer consultant,female,1,0.01%
2328,Italy,databases software consultant,male,1,0.01%
2329,Italy,field traffic data technician,male,1,0.01%
2330,Italy,flight data technician,male,1,0.01%
2331,Italy,flight test data acquisition technician,female,1,0.01%
2332,Italy,data sciences director,female,1,0.01%
2333,Italy,data processor,male,1,0.01%
2334,Italy,data processing supervisor,male,1,0.01%
2335,Italy,data collector,male,1,0.01%
2336,Italy,clinical data specialist,female,1,0.01%
2337,Italy,clinical data specialist,male,1,0.01%
2338,Italy,customer data technician,female,1,0.01%
2339,Italy,data analysis assistant,male,1,0.01%
2340,Italy,data analyst,female,1,0.01%
2341,Italy,data analyst,male,1,0.01%
2342,Italy,data center operator,male,1,0.01%
2343,Italy,data collection technician,male,1,0.01%
2344,Italy,data collector,female,1,0.01%
2345,Italy,data communications technician,male,1,0.01%
2346,Italy,data processing consultant,female,1,0.01%
2347,Italy,data conversion operator,female,1,0.01%
2348,Italy,data entry associate,male,1,0.01%
2349,Italy,data entry machine operator,female,1,0.01%
2350,Italy,data entry operator,male,1,0.01%
2351,Italy,data entry representative,female,1,0.01%
2352,Italy,data entry specialist,male,1,0.01%
2353,Italy,data examination clerk,female,1,0.01%
2354,Italy,data modeler,female,1,0.01%
2355,Italy,data processing auxiliary equipment operator,female,1,0.01%
2356,Hungary,data processor,female,1,0.01%
